,leaddays,arrivaldate_weekday_weekend,arrivaldate_weekday_midweek,arrivaldate_weekday_earlyweek,channel_id_6,channel_id_7,channel_id_13,channel_id_1,channel_id_12,channel_id_others,lang_id_1,lang_id_3
77,1,1,0,0,1,0,0,0,0,0,1,0
78,27,0,0,1,1,0,0,0,0,0,1,0
79,24,0,1,0,0,0,1,0,0,0,1,0
80,18,0,0,1,0,1,0,0,0,0,1,0
81,20,0,0,1,0,1,0,0,0,0,1,0
82,49,0,1,0,0,1,0,0,0,0,1,0
83,5,0,0,1,0,1,0,0,0,0,1,0
84,15,1,0,0,0,1,0,0,0,0,1,0
85,60,0,0,1,0,1,0,0,0,0,1,0
86,73,1,0,0,1,0,0,0,0,0,1,0
87,58,1,0,0,1,0,0,0,0,0,1,0
88,60,1,0,0,0,1,0,0,0,0,1,0
89,27,0,1,0,0,1,0,0,0,0,1,0
90,111,0,0,1,0,1,0,0,0,0,1,0
91,6,0,1,0,1,0,0,0,0,0,1,0
92,1,1,0,0,0,1,0,0,0,0,1,0
93,4,0,1,0,0,1,0,0,0,0,1,0
94,8,0,1,0,0,1,0,0,0,0,1,0
95,57,0,0,1,1,0,0,0,0,0,1,0
96,24,0,1,0,0,1,0,0,0,0,1,0
97,2,0,1,0,0,1,0,0,0,0,1,0
98,20,0,1,0,0,1,0,0,0,0,1,0
99,0,1,0,0,1,0,0,0,0,0,1,0
100,39,1,0,0,0,1,0,0,0,0,1,0
101,14,0,1,0,0,1,0,0,0,0,1,0
102,65,0,0,1,0,0,1,0,0,0,1,0
103,205,1,0,0,1,0,0,0,0,0,1,0
104,16,0,1,0,1,0,0,0,0,0,1,0
105,1,1,0,0,0,1,0,0,0,0,1,0
106,20,0,0,1,0,1,0,0,0,0,1,0
107,15,0,1,0,0,1,0,0,0,0,1,0
108,0,1,0,0,0,1,0,0,0,0,1,0
109,0,0,1,0,0,1,0,0,0,0,1,0
110,2,1,0,0,1,0,0,0,0,0,1,0
111,41,0,0,1,0,0,1,0,0,0,1,0
112,3,1,0,0,0,1,0,0,0,0,1,0
113,12,0,1,0,0,1,0,0,0,0,1,0
114,2,0,0,1,0,1,0,0,0,0,1,0
115,15,1,0,0,0,1,0,0,0,0,1,0
116,2,0,1,0,0,1,0,0,0,0,1,0
117,9,0,1,0,0,1,0,0,0,0,1,0
118,8,0,1,0,0,1,0,0,0,0,1,0
119,5,0,0,1,0,1,0,0,0,0,1,0
120,22,0,0,1,0,1,0,0,0,0,1,0
121,47,0,1,0,1,0,0,0,0,0,1,0
122,23,1,0,0,0,1,0,0,0,0,1,0
123,61,0,0,1,0,1,0,0,0,0,1,0
124,12,0,1,0,1,0,0,0,0,0,1,0
125,4,0,1,0,0,1,0,0,0,0,1,0
126,21,0,0,1,0,1,0,0,0,0,1,0
127,39,1,0,0,1,0,0,0,0,0,1,0
128,0,0,0,1,0,1,0,0,0,0,1,0
129,53,0,0,1,0,1,0,0,0,0,1,0
130,15,1,0,0,0,1,0,0,0,0,1,0
131,24,0,0,1,0,1,0,0,0,0,1,0
132,92,0,1,0,0,1,0,0,0,0,1,0
133,24,1,0,0,0,1,0,0,0,0,1,0
134,2,0,1,0,1,0,0,0,0,0,1,0
135,1,1,0,0,0,1,0,0,0,0,1,0
136,49,0,1,0,0,1,0,0,0,0,1,0
137,10,0,0,1,0,1,0,0,0,0,1,0
138,5,0,0,1,0,1,0,0,0,0,1,0
139,103,0,1,0,1,0,0,0,0,0,1,0
140,4,0,0,1,0,1,0,0,0,0,1,0
141,3,0,1,0,0,1,0,0,0,0,1,0
142,8,0,1,0,0,1,0,0,0,0,1,0
143,13,0,1,0,0,0,1,0,0,0,1,0
144,6,0,1,0,0,0,1,0,0,0,1,0
145,0,0,1,0,0,1,0,0,0,0,1,0
146,33,0,0,1,0,1,0,0,0,0,1,0
147,8,0,1,0,1,0,0,0,0,0,1,0
148,90,0,1,0,0,1,0,0,0,0,1,0
149,6,0,0,1,1,0,0,0,0,0,1,0
150,9,0,0,1,1,0,0,0,0,0,1,0
151,31,0,0,1,1,0,0,0,0,0,1,0
152,24,0,1,0,0,1,0,0,0,0,1,0
153,5,0,0,1,0,1,0,0,0,0,1,0
154,87,1,0,0,0,1,0,0,0,0,1,0
155,88,0,0,1,0,1,0,0,0,0,1,0
156,2,1,0,0,1,0,0,0,0,0,1,0
157,3,0,0,1,0,1,0,0,0,0,1,0
158,14,0,1,0,0,1,0,0,0,0,1,0
159,86,0,0,1,1,0,0,0,0,0,1,0
160,4,0,1,0,1,0,0,0,0,0,1,0
161,0,0,0,1,0,1,0,0,0,0,1,0
162,1,0,1,0,0,1,0,0,0,0,1,0
163,37,1,0,0,0,1,0,0,0,0,1,0
164,28,0,1,0,0,1,0,0,0,0,1,0
165,6,0,1,0,1,0,0,0,0,0,1,0
166,4,0,0,1,0,1,0,0,0,0,1,0
167,1,1,0,0,1,0,0,0,0,0,1,0
168,12,0,0,1,0,1,0,0,0,0,1,0
169,3,1,0,0,1,0,0,0,0,0,1,0
170,0,0,0,1,0,1,0,0,0,0,1,0
171,9,0,1,0,0,1,0,0,0,0,1,0
172,0,1,0,0,0,1,0,0,0,0,1,0
173,9,0,1,0,0,1,0,0,0,0,1,0
174,10,1,0,0,0,1,0,0,0,0,1,0
175,6,0,1,0,0,1,0,0,0,0,1,0
176,41,0,1,0,0,1,0,0,0,0,1,0
177,2,1,0,0,1,0,0,0,0,0,1,0
178,0,0,0,1,0,1,0,0,0,0,1,0
179,0,0,1,0,0,1,0,0,0,0,1,0
180,10,0,0,1,0,1,0,0,0,0,1,0
181,7,0,1,0,0,1,0,0,0,0,1,0
182,9,1,0,0,0,1,0,0,0,0,1,0
183,7,0,0,1,1,0,0,0,0,0,1,0
184,48,0,0,1,0,1,0,0,0,0,1,0
185,3,0,0,1,0,1,0,0,0,0,1,0
186,32,0,1,0,1,0,0,0,0,0,1,0
187,29,0,0,1,1,0,0,0,0,0,1,0
188,8,0,1,0,0,1,0,0,0,0,1,0
189,7,0,1,0,0,1,0,0,0,0,1,0
190,15,0,1,0,0,1,0,0,0,0,1,0
191,2,1,0,0,0,1,0,0,0,0,1,0
192,0,1,0,0,1,0,0,0,0,0,1,0
193,24,1,0,0,1,0,0,0,0,0,1,0
194,1,0,1,0,0,1,0,0,0,0,1,0
195,60,1,0,0,1,0,0,0,0,0,1,0
196,2,0,0,1,1,0,0,0,0,0,1,0
197,8,0,1,0,0,1,0,0,0,0,1,0
198,18,0,1,0,0,1,0,0,0,0,1,0
199,3,0,0,1,0,1,0,0,0,0,1,0
200,1,0,1,0,0,1,0,0,0,0,1,0
201,1,0,1,0,1,0,0,0,0,0,1,0
202,34,0,0,1,0,0,1,0,0,0,1,0
203,4,0,1,0,0,1,0,0,0,0,1,0
204,68,0,0,1,0,1,0,0,0,0,1,0
205,22,0,1,0,0,1,0,0,0,0,1,0
206,1,0,1,0,0,1,0,0,0,0,1,0
207,9,0,0,1,0,1,0,0,0,0,1,0
208,5,0,1,0,1,0,0,0,0,0,1,0
209,3,0,1,0,1,0,0,0,0,0,1,0
210,6,0,1,0,1,0,0,0,0,0,1,0
211,0,0,0,1,0,1,0,0,0,0,1,0
212,82,0,1,0,1,0,0,0,0,0,1,0
213,8,0,1,0,0,0,1,0,0,0,1,0
214,1,1,0,0,0,1,0,0,0,0,1,0
215,44,0,0,1,1,0,0,0,0,0,1,0
216,43,0,1,0,0,1,0,0,0,0,1,0
217,7,0,1,0,0,1,0,0,0,0,1,0
218,28,0,1,0,0,0,1,0,0,0,1,0
219,16,0,0,1,0,1,0,0,0,0,1,0
220,10,0,1,0,1,0,0,0,0,0,1,0
221,3,0,0,1,1,0,0,0,0,0,1,0
222,15,0,1,0,0,1,0,0,0,0,1,0
223,4,0,0,1,0,1,0,0,0,0,1,0
224,6,0,1,0,1,0,0,0,0,0,1,0
225,10,0,1,0,1,0,0,0,0,0,1,0
226,1,1,0,0,1,0,0,0,0,0,1,0
227,0,1,0,0,0,1,0,0,0,0,1,0
228,21,0,1,0,0,1,0,0,0,0,1,0
229,47,0,1,0,0,1,0,0,0,0,1,0
230,0,0,1,0,0,1,0,0,0,0,1,0
231,7,1,0,0,1,0,0,0,0,0,1,0
232,21,0,1,0,0,1,0,0,0,0,1,0
233,10,0,0,1,0,1,0,0,0,0,1,0
234,62,0,1,0,0,1,0,0,0,0,1,0
235,3,1,0,0,0,1,0,0,0,0,1,0
236,10,0,1,0,0,1,0,0,0,0,1,0
237,2,0,1,0,0,1,0,0,0,0,1,0
238,21,0,1,0,0,1,0,0,0,0,1,0
239,15,0,1,0,0,1,0,0,0,0,1,0
240,6,0,0,1,1,0,0,0,0,0,1,0
241,18,1,0,0,0,1,0,0,0,0,1,0
242,44,1,0,0,0,1,0,0,0,0,1,0
243,3,0,1,0,0,1,0,0,0,0,1,0
244,2,0,0,1,0,1,0,0,0,0,1,0
245,110,0,0,1,1,0,0,0,0,0,1,0
246,0,1,0,0,0,1,0,0,0,0,1,0
247,27,0,1,0,1,0,0,0,0,0,1,0
248,11,0,0,1,0,1,0,0,0,0,1,0
249,7,0,1,0,0,1,0,0,0,0,1,0
250,14,0,1,0,0,1,0,0,0,0,1,0
251,0,1,0,0,0,1,0,0,0,0,1,0
252,12,0,1,0,1,0,0,0,0,0,1,0
253,7,0,0,1,1,0,0,0,0,0,1,0
254,7,0,1,0,1,0,0,0,0,0,1,0
255,126,0,1,0,0,1,0,0,0,0,1,0
256,60,0,0,1,0,1,0,0,0,0,1,0
257,10,0,0,1,1,0,0,0,0,0,1,0
258,157,1,0,0,1,0,0,0,0,0,1,0
259,18,1,0,0,0,1,0,0,0,0,1,0
260,21,0,1,0,0,1,0,0,0,0,1,0
261,4,0,0,1,0,1,0,0,0,0,1,0
262,2,0,1,0,1,0,0,0,0,0,1,0
263,1,1,0,0,1,0,0,0,0,0,1,0
264,22,0,1,0,0,1,0,0,0,0,1,0
265,0,1,0,0,0,1,0,0,0,0,1,0
266,10,1,0,0,0,1,0,0,0,0,1,0
267,21,0,1,0,0,1,0,0,0,0,1,0
268,13,0,1,0,0,1,0,0,0,0,1,0
269,21,0,1,0,1,0,0,0,0,0,1,0
270,2,0,0,1,0,1,0,0,0,0,1,0
271,5,1,0,0,1,0,0,0,0,0,1,0
272,9,0,1,0,0,1,0,0,0,0,1,0
273,1,0,1,0,0,0,1,0,0,0,1,0
274,82,0,0,1,1,0,0,0,0,0,1,0
275,1,0,1,0,0,1,0,0,0,0,1,0
276,27,1,0,0,1,0,0,0,0,0,1,0
277,68,1,0,0,1,0,0,0,0,0,1,0
278,157,1,0,0,1,0,0,0,0,0,1,0
279,12,0,1,0,0,0,1,0,0,0,1,0
280,35,0,1,0,0,1,0,0,0,0,1,0
281,3,0,1,0,0,1,0,0,0,0,1,0
282,16,1,0,0,1,0,0,0,0,0,1,0
283,18,0,0,1,1,0,0,0,0,0,1,0
284,0,1,0,0,1,0,0,0,0,0,1,0
285,22,0,0,1,0,0,1,0,0,0,1,0
286,2,0,0,1,1,0,0,0,0,0,1,0
287,13,0,1,0,0,1,0,0,0,0,1,0
288,45,0,0,1,0,1,0,0,0,0,1,0
289,1,0,0,1,0,1,0,0,0,0,1,0
290,1,0,1,0,0,1,0,0,0,0,1,0
291,23,0,0,1,0,1,0,0,0,0,1,0
292,23,0,1,0,0,1,0,0,0,0,1,0
293,4,1,0,0,0,1,0,0,0,0,1,0
294,34,0,0,1,1,0,0,0,0,0,1,0
295,2,0,0,1,0,1,0,0,0,0,1,0
296,14,1,0,0,0,1,0,0,0,0,1,0
297,8,0,1,0,0,1,0,0,0,0,1,0
298,4,1,0,0,1,0,0,0,0,0,1,0
299,200,1,0,0,1,0,0,0,0,0,1,0
300,9,1,0,0,0,1,0,0,0,0,1,0
301,73,0,0,1,0,1,0,0,0,0,1,0
302,8,1,0,0,0,1,0,0,0,0,1,0
303,4,0,1,0,0,1,0,0,0,0,1,0
304,10,0,1,0,0,1,0,0,0,0,1,0
305,29,0,1,0,0,1,0,0,0,0,1,0
306,0,0,0,1,0,1,0,0,0,0,1,0
307,5,1,0,0,1,0,0,0,0,0,1,0
308,10,1,0,0,0,1,0,0,0,0,1,0
309,16,1,0,0,0,1,0,0,0,0,1,0
310,81,0,1,0,0,1,0,0,0,0,1,0
311,64,0,1,0,1,0,0,0,0,0,1,0
312,110,0,0,1,1,0,0,0,0,0,1,0
313,102,1,0,0,0,0,0,1,0,0,1,0
314,17,0,1,0,0,1,0,0,0,0,1,0
315,9,0,1,0,0,1,0,0,0,0,1,0
316,12,0,0,1,0,1,0,0,0,0,1,0
317,28,1,0,0,0,0,1,0,0,0,1,0
318,20,0,0,1,0,1,0,0,0,0,1,0
319,1,1,0,0,0,1,0,0,0,0,1,0
320,0,1,0,0,0,1,0,0,0,0,1,0
321,5,0,1,0,0,1,0,0,0,0,1,0
322,3,1,0,0,0,1,0,0,0,0,1,0
323,6,0,1,0,0,1,0,0,0,0,1,0
324,33,1,0,0,1,0,0,0,0,0,1,0
325,21,0,1,0,0,1,0,0,0,0,1,0
326,39,0,0,1,1,0,0,0,0,0,1,0
327,29,0,0,1,0,1,0,0,0,0,1,0
328,20,0,0,1,0,0,1,0,0,0,1,0
329,1,0,0,1,0,1,0,0,0,0,1,0
330,0,0,0,1,0,1,0,0,0,0,1,0
331,27,0,1,0,0,0,1,0,0,0,1,0
332,27,1,0,0,1,0,0,0,0,0,1,0
333,14,0,1,0,0,1,0,0,0,0,1,0
334,37,0,0,1,0,1,0,0,0,0,1,0
335,224,1,0,0,0,1,0,0,0,0,1,0
336,41,0,1,0,1,0,0,0,0,0,1,0
337,12,0,1,0,0,1,0,0,0,0,1,0
338,13,0,0,1,0,1,0,0,0,0,1,0
339,46,1,0,0,1,0,0,0,0,0,1,0
340,2,0,1,0,0,1,0,0,0,0,1,0
341,14,0,0,1,0,1,0,0,0,0,1,0
342,0,0,1,0,0,1,0,0,0,0,1,0
343,55,0,1,0,1,0,0,0,0,0,1,0
344,5,0,1,0,1,0,0,0,0,0,1,0
345,39,0,0,1,1,0,0,0,0,0,1,0
346,22,0,0,1,0,0,1,0,0,0,1,0
347,1,0,1,0,1,0,0,0,0,0,1,0
348,26,0,0,1,1,0,0,0,0,0,1,0
349,1,0,0,1,1,0,0,0,0,0,1,0
350,112,0,1,0,1,0,0,0,0,0,1,0
351,80,1,0,0,0,1,0,0,0,0,1,0
352,0,1,0,0,0,1,0,0,0,0,1,0
353,8,1,0,0,1,0,0,0,0,0,1,0
354,20,0,1,0,1,0,0,0,0,0,1,0
355,3,1,0,0,1,0,0,0,0,0,1,0
356,26,0,0,1,0,0,1,0,0,0,1,0
357,207,1,0,0,1,0,0,0,0,0,1,0
358,13,0,0,1,0,1,0,0,0,0,1,0
359,11,1,0,0,0,1,0,0,0,0,1,0
360,8,0,1,0,0,1,0,0,0,0,1,0
361,0,0,1,0,0,1,0,0,0,0,1,0
362,8,0,1,0,0,1,0,0,0,0,1,0
363,117,0,1,0,0,1,0,0,0,0,1,0
364,15,0,0,1,0,1,0,0,0,0,1,0
365,10,1,0,0,0,1,0,0,0,0,1,0
366,3,0,1,0,1,0,0,0,0,0,1,0
367,25,1,0,0,0,1,0,0,0,0,1,0
368,0,1,0,0,1,0,0,0,0,0,1,0
369,20,0,0,1,0,1,0,0,0,0,1,0
370,12,0,1,0,0,1,0,0,0,0,1,0
371,23,0,0,1,0,1,0,0,0,0,1,0
372,5,1,0,0,1,0,0,0,0,0,1,0
373,6,0,1,0,0,1,0,0,0,0,1,0
374,1,1,0,0,1,0,0,0,0,0,1,0
375,18,0,1,0,0,1,0,0,0,0,1,0
376,52,1,0,0,1,0,0,0,0,0,1,0
377,6,0,1,0,0,1,0,0,0,0,1,0
378,48,0,0,1,1,0,0,0,0,0,1,0
379,0,1,0,0,1,0,0,0,0,0,1,0
380,39,0,1,0,1,0,0,0,0,0,1,0
381,3,0,1,0,0,1,0,0,0,0,1,0
382,14,0,1,0,0,1,0,0,0,0,1,0
383,18,0,1,0,0,1,0,0,0,0,1,0
384,34,0,1,0,1,0,0,0,0,0,1,0
385,20,0,0,1,0,1,0,0,0,0,1,0
386,27,0,1,0,1,0,0,0,0,0,1,0
387,9,1,0,0,0,1,0,0,0,0,1,0
388,19,0,1,0,0,1,0,0,0,0,1,0
389,10,0,0,1,0,1,0,0,0,0,1,0
390,1,0,0,1,0,1,0,0,0,0,1,0
391,20,0,0,1,0,1,0,0,0,0,1,0
392,58,0,0,1,1,0,0,0,0,0,1,0
393,49,0,1,0,0,1,0,0,0,0,1,0
394,1,0,1,0,0,0,1,0,0,0,1,0
395,38,0,0,1,0,0,0,0,0,1,1,0
396,1,0,1,0,1,0,0,0,0,0,1,0
397,38,1,0,0,0,1,0,0,0,0,1,0
398,1,0,1,0,0,1,0,0,0,0,1,0
399,31,1,0,0,1,0,0,0,0,0,1,0
400,61,0,0,1,0,1,0,0,0,0,1,0
401,2,0,0,1,1,0,0,0,0,0,1,0
402,20,0,1,0,0,1,0,0,0,0,1,0
403,0,0,0,1,0,1,0,0,0,0,1,0
404,3,0,1,0,1,0,0,0,0,0,1,0
405,44,1,0,0,0,1,0,0,0,0,1,0
406,14,0,0,1,0,1,0,0,0,0,1,0
407,5,0,0,1,0,1,0,0,0,0,1,0
408,31,0,0,1,0,0,1,0,0,0,1,0
409,32,0,0,1,0,0,1,0,0,0,1,0
410,0,0,1,0,0,1,0,0,0,0,1,0
411,5,0,0,1,0,1,0,0,0,0,1,0
412,12,0,1,0,0,1,0,0,0,0,1,0
413,13,0,1,0,0,1,0,0,0,0,1,0
414,243,1,0,0,0,0,1,0,0,0,1,0
415,23,0,1,0,1,0,0,0,0,0,1,0
416,4,1,0,0,1,0,0,0,0,0,1,0
417,49,0,1,0,0,1,0,0,0,0,1,0
418,12,0,0,1,0,1,0,0,0,0,1,0
419,37,0,1,0,0,1,0,0,0,0,1,0
420,186,0,0,1,1,0,0,0,0,0,1,0
421,6,0,0,1,0,1,0,0,0,0,1,0
422,5,0,0,1,0,1,0,0,0,0,1,0
423,42,0,1,0,1,0,0,0,0,0,1,0
424,11,0,1,0,0,1,0,0,0,0,1,0
425,15,0,1,0,0,1,0,0,0,0,1,0
426,1,0,1,0,1,0,0,0,0,0,1,0
427,28,0,0,1,1,0,0,0,0,0,1,0
428,47,0,1,0,0,1,0,0,0,0,1,0
429,29,0,1,0,1,0,0,0,0,0,1,0
430,0,1,0,0,0,1,0,0,0,0,1,0
431,71,0,1,0,0,1,0,0,0,0,1,0
432,2,0,1,0,1,0,0,0,0,0,1,0
433,1,0,1,0,1,0,0,0,0,0,1,0
434,0,1,0,0,0,1,0,0,0,0,1,0
435,8,0,1,0,0,1,0,0,0,0,1,0
436,5,1,0,0,1,0,0,0,0,0,1,0
437,2,1,0,0,1,0,0,0,0,0,1,0
438,64,1,0,0,0,1,0,0,0,0,1,0
439,6,0,1,0,0,0,1,0,0,0,1,0
440,6,0,0,1,0,0,1,0,0,0,1,0
441,1,1,0,0,1,0,0,0,0,0,1,0
442,5,1,0,0,0,1,0,0,0,0,1,0
443,57,1,0,0,1,0,0,0,0,0,1,0
444,13,0,0,1,0,1,0,0,0,0,1,0
445,101,0,1,0,1,0,0,0,0,0,1,0
446,0,0,0,1,1,0,0,0,0,0,1,0
447,0,0,0,1,1,0,0,0,0,0,1,0
448,59,0,1,0,1,0,0,0,0,0,1,0
449,31,0,0,1,0,1,0,0,0,0,1,0
450,3,0,0,1,0,1,0,0,0,0,1,0
451,14,0,1,0,0,1,0,0,0,0,1,0
452,12,0,1,0,1,0,0,0,0,0,1,0
453,19,0,1,0,0,1,0,0,0,0,1,0
454,5,0,0,1,0,1,0,0,0,0,1,0
455,29,0,0,1,0,1,0,0,0,0,1,0
456,6,0,1,0,0,1,0,0,0,0,1,0
457,1,0,1,0,0,1,0,0,0,0,1,0
458,16,1,0,0,0,1,0,0,0,0,1,0
459,70,0,0,1,1,0,0,0,0,0,1,0
460,71,1,0,0,0,1,0,0,0,0,1,0
461,8,1,0,0,0,1,0,0,0,0,1,0
462,8,0,1,0,0,0,1,0,0,0,1,0
463,34,0,1,0,0,1,0,0,0,0,1,0
464,6,0,1,0,0,1,0,0,0,0,1,0
465,0,1,0,0,0,1,0,0,0,0,1,0
466,25,0,1,0,1,0,0,0,0,0,1,0
467,56,0,0,1,0,0,1,0,0,0,1,0
468,94,1,0,0,0,1,0,0,0,0,1,0
469,7,0,1,0,0,1,0,0,0,0,1,0
470,18,0,0,1,0,0,1,0,0,0,1,0
471,0,0,1,0,0,1,0,0,0,0,1,0
472,6,0,0,1,0,1,0,0,0,0,1,0
473,1,0,0,1,0,1,0,0,0,0,1,0
474,15,0,1,0,0,1,0,0,0,0,1,0
475,1,0,1,0,0,1,0,0,0,0,1,0
476,316,1,0,0,1,0,0,0,0,0,1,0
477,0,0,1,0,0,1,0,0,0,0,1,0
478,10,0,0,1,0,1,0,0,0,0,1,0
479,3,0,0,1,0,1,0,0,0,0,1,0
480,49,0,1,0,0,1,0,0,0,0,1,0
481,2,0,1,0,0,1,0,0,0,0,1,0
482,6,0,0,1,0,1,0,0,0,0,1,0
483,50,0,1,0,1,0,0,0,0,0,1,0
484,30,0,1,0,1,0,0,0,0,0,1,0
485,11,0,1,0,0,1,0,0,0,0,1,0
486,16,1,0,0,0,1,0,0,0,0,1,0
487,1,0,1,0,1,0,0,0,0,0,1,0
488,12,0,1,0,0,1,0,0,0,0,1,0
489,8,0,1,0,1,0,0,0,0,0,1,0
490,12,1,0,0,0,1,0,0,0,0,1,0
491,6,1,0,0,0,1,0,0,0,0,1,0
492,97,0,0,1,1,0,0,0,0,0,1,0
493,32,0,0,1,0,0,1,0,0,0,1,0
494,73,0,0,1,0,1,0,0,0,0,1,0
495,41,0,1,0,0,0,0,1,0,0,1,0
496,8,0,1,0,0,0,0,1,0,0,1,0
497,20,0,1,0,0,0,0,1,0,0,1,0
498,13,0,0,1,0,0,0,1,0,0,1,0
499,25,0,0,1,0,0,0,0,1,0,1,0
500,11,0,1,0,0,0,1,0,0,0,1,0
501,50,0,0,1,1,0,0,0,0,0,1,0
502,69,0,1,0,1,0,0,0,0,0,1,0
503,49,0,1,0,1,0,0,0,0,0,1,0
504,46,0,1,0,1,0,0,0,0,0,1,0
505,58,0,0,1,1,0,0,0,0,0,1,0
506,37,1,0,0,1,0,0,0,0,0,1,0
507,26,1,0,0,1,0,0,0,0,0,1,0
508,21,0,0,1,1,0,0,0,0,0,1,0
509,27,0,1,0,1,0,0,0,0,0,1,0
510,27,1,0,0,1,0,0,0,0,0,1,0
511,14,1,0,0,1,0,0,0,0,0,1,0
512,33,0,0,1,0,0,0,1,0,0,1,0
513,58,1,0,0,0,0,1,0,0,0,1,0
514,39,0,0,1,0,0,1,0,0,0,1,0
515,1,0,0,1,0,0,0,0,1,0,1,0
516,22,0,1,0,0,0,1,0,0,0,1,0
517,0,0,0,1,0,0,1,0,0,0,1,0
518,1,0,1,0,0,0,1,0,0,0,1,0
519,1,0,0,1,0,0,0,0,1,0,1,0
520,139,0,0,1,0,0,1,0,0,0,1,0
521,139,0,0,1,0,0,1,0,0,0,1,0
522,114,1,0,0,0,0,0,1,0,0,1,0
523,15,0,1,0,0,0,1,0,0,0,1,0
524,34,0,1,0,0,0,1,0,0,0,1,0
525,12,0,0,1,0,0,1,0,0,0,1,0
526,22,0,0,1,0,0,1,0,0,0,1,0
527,7,0,1,0,0,0,1,0,0,0,1,0
528,23,1,0,0,1,0,0,0,0,0,1,0
529,55,1,0,0,1,0,0,0,0,0,1,0
